,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
348,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,27,1991,16,12,1127,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.02,0.02,0.03,0.02,0.03,Matches
349,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,29,1990,11,9,825,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.01,0.09,0.10,0.01,0.10,Matches
350,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,26,1993,5,5,405,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.01,0.02,0.01,0.02,Matches
351,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,27,1992,20,20,1800,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
352,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Newcastle Utd,22,1997,12,10,823,1,0,0,0,0,0,0.11,0.00,0.11,0.11,0.11,1.5,1.5,1.3,0.17,0.14,0.31,0.17,0.31,Matches
353,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,29,1990,16,14,1175,2,0,0,0,9,1,0.15,0.00,0.15,0.15,0.15,1.7,1.7,0.5,0.13,0.04,0.17,0.13,0.17,Matches
354,Bukayo Saka\Bukayo-Saka,eng ENG,MF,Arsenal,17,2001,11,7,676,0,1,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.6,0.6,0.8,0.08,0.11,0.19,0.08,0.19,Matches
355,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,29,1990,7,5,420,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
356,Mohamed Salah\Mohamed-Salah,eg EGY,FWMF,Liverpool,27,1992,16,16,1355,9,4,2,2,0,0,0.60,0.27,0.86,0.46,0.73,9.1,7.6,2.1,0.60,0.14,0.74,0.50,0.64,Matches
357,Carlos Sánchez\Carlos-Sanchez,co COL,MF,West Ham,33,1986,6,1,113,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
358,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,23,1996,16,15,1350,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.04,0.00,0.04,0.04,0.04,Matches
359,Ismaila Sarr\Ismaila-Sarr,sn SEN,MF,Watford,21,1998,13,8,772,3,0,0,0,1,0,0.35,0.00,0.35,0.35,0.35,2.5,2.5,0.7,0.29,0.08,0.37,0.29,0.37,Matches
360,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,27,1991,14,13,1198,2,0,0,0,4,0,0.15,0.00,0.15,0.15,0.15,1.0,1.0,0.1,0.08,0.01,0.09,0.08,0.09,Matches
361,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DFMF,Brighton,30,1989,4,1,124,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
362,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,DFFW,Crystal Palace,26,1992,14,9,859,2,1,0,0,2,0,0.21,0.10,0.31,0.21,0.31,1.5,1.5,1.1,0.16,0.12,0.28,0.16,0.28,Matches
363,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,32,1986,20,20,1800,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
364,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,29,1989,11,9,741,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.03,0.01,0.04,0.03,0.04,Matches
365,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Tottenham,19,2000,4,2,161,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.06,0.03,0.09,0.06,0.09,Matches
366,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MF,Liverpool,27,1991,5,2,174,1,0,0,0,0,0,0.52,0.00,0.52,0.52,0.52,0.5,0.5,0.1,0.24,0.03,0.27,0.24,0.27,Matches
367,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,33,1986,10,1,259,1,0,0,0,1,1,0.35,0.00,0.35,0.35,0.35,0.7,0.7,1.2,0.23,0.43,0.66,0.23,0.66,Matches
368,Luke Shaw\Luke-Shaw,eng ENG,DFMF,Manchester Utd,24,1995,10,7,587,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.05,0.05,0.10,0.05,0.10,Matches
369,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,27,1992,13,12,1032,5,0,0,0,1,0,0.44,0.00,0.44,0.44,0.44,1.7,1.7,1.2,0.15,0.10,0.25,0.15,0.25,Matches
370,Djibril Sidibé\Djibril-Sidibe,fr FRA,DFMF,Everton,27,1992,12,11,942,0,4,0,0,2,0,0.00,0.38,0.38,0.00,0.38,0.2,0.2,1.5,0.02,0.14,0.16,0.02,0.16,Matches
371,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,29,1989,19,16,1419,1,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,2.0,2.0,3.0,0.12,0.19,0.31,0.12,0.31,Matches
372,Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,24,1994,18,13,1180,5,4,0,0,5,0,0.38,0.31,0.69,0.38,0.69,4.0,4.0,2.8,0.31,0.22,0.52,0.31,0.52,Matches
373,David Silva\David-Silva,es ESP,MF,Manchester City,33,1986,15,13,1017,3,6,0,0,0,0,0.27,0.53,0.80,0.27,0.80,3.3,3.3,2.6,0.30,0.23,0.53,0.30,0.53,Matches
374,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,22,1997,2,1,145,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
375,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,29,1989,19,18,1600,2,1,0,0,5,0,0.11,0.06,0.17,0.11,0.17,2.0,2.0,1.0,0.11,0.06,0.17,0.11,0.17,Matches
376,Oliver Skipp\Oliver-Skipp,eng ENG,MF,Tottenham,18,2000,3,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
377,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,28,1991,10,10,840,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.5,0.5,0.5,0.05,0.06,0.11,0.05,0.11,Matches
378,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,,Arsenal,19,2000,2,1,97,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
379,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWMF,West Ham,31,1987,14,10,921,3,1,0,0,4,0,0.29,0.10,0.39,0.29,0.39,2.0,2.0,1.7,0.20,0.16,0.36,0.20,0.36,Matches
380,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,27,1991,12,12,1018,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.0,0.05,0.09,0.13,0.05,0.13,Matches
381,Dominic Solanke\Dominic-Solanke,eng ENG,FW,Bournemouth,21,1997,17,9,862,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.8,1.8,0.7,0.19,0.07,0.26,0.19,0.26,Matches
382,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,23,1996,19,19,1710,1,1,0,0,4,0,0.05,0.05,0.11,0.05,0.11,1.8,1.8,0.2,0.10,0.01,0.11,0.10,0.11,Matches
383,Dennis Srbeny\Dennis-Srbeny,de GER,MF,Norwich City,25,1994,8,0,39,1,0,0,0,0,0,2.31,0.00,2.31,2.31,2.31,0.5,0.5,0.0,1.07,0.00,1.07,1.07,1.07,Matches
384,Jack Stacey\Jack-Stacey,eng ENG,FWMF,Bournemouth,23,1996,9,9,798,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,0.5,0.02,0.06,0.07,0.02,0.07,Matches
385,Junior Stanislas\Junior-Stanislas,eng ENG,MF,Bournemouth,29,1989,1,1,62,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.07,0.12,0.19,0.07,0.19,Matches
386,Jed Steer\Jed-Steer,eng ENG,GK,Aston Villa,26,1992,1,1,8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
387,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,30,1989,19,18,1601,0,1,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,0.5,0.02,0.03,0.05,0.02,0.05,Matches
388,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,25,1994,12,11,1018,1,1,0,0,0,0,0.09,0.09,0.18,0.09,0.18,0.2,0.2,0.5,0.02,0.04,0.06,0.02,0.06,Matches
389,Raheem Sterling\Raheem-Sterling,eng ENG,FWMF,Manchester City,24,1994,19,19,1671,11,1,0,1,4,0,0.59,0.05,0.65,0.59,0.65,9.6,8.7,4.9,0.52,0.26,0.78,0.47,0.73,Matches
390,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,29,1990,20,20,1800,1,2,0,0,4,0,0.05,0.10,0.15,0.05,0.15,0.5,0.5,2.5,0.02,0.13,0.15,0.02,0.15,Matches
391,Marco Stiepermann\Marco-Stiepermann,de GER,FWMF,Norwich City,28,1991,15,11,922,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.5,0.15,0.05,0.19,0.15,0.19,Matches
392,John Stones\John-Stones,eng ENG,DF,Manchester City,25,1994,9,8,700,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.08,0.01,0.08,0.08,0.08,Matches
393,Isaac Success\Isaac-Success,ng NGA,FW,Watford,23,1996,4,0,50,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.14,0.23,0.36,0.14,0.36,Matches
394,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,3,1,136,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.05,0.05,0.00,0.05,Matches
395,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,32,1986,3,0,56,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
396,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,23,1995,14,14,1151,1,2,0,0,3,0,0.08,0.16,0.23,0.08,0.23,0.2,0.2,2.1,0.02,0.16,0.18,0.02,0.18,Matches
397,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,26,1992,20,20,1800,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,1.3,1.3,0.9,0.07,0.05,0.11,0.07,0.11,Matches
398,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,25,1993,8,6,566,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
399,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,30,1989,8,6,613,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.03,0.01,0.04,0.03,0.04,Matches
400,Alexander Tettey\Alexander-Tettey,no NOR,MF,Norwich City,33,1986,14,12,1023,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,0.4,0.4,0.3,0.04,0.03,0.07,0.04,0.07,Matches
401,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,22,1997,19,19,1669,3,3,0,0,0,0,0.16,0.16,0.32,0.16,0.32,1.9,1.9,2.8,0.10,0.15,0.25,0.10,0.25,Matches
402,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,22,1997,5,4,299,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.02,0.16,0.19,0.02,0.19,Matches
403,James Tomkins\James-Tomkins,eng ENG,DFMF,Crystal Palace,30,1989,12,12,1073,1,1,0,0,2,0,0.08,0.08,0.17,0.08,0.17,0.6,0.6,0.1,0.05,0.01,0.06,0.05,0.06,Matches
404,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,21,1997,14,14,1229,1,0,0,0,3,0,0.07,0.00,0.07,0.07,0.07,0.6,0.6,0.2,0.04,0.01,0.05,0.04,0.05,Matches
405,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,23,1996,17,11,989,1,0,0,0,3,0,0.09,0.00,0.09,0.09,0.09,1.4,1.4,0.7,0.13,0.07,0.20,0.13,0.20,Matches
406,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,28,1991,5,2,290,1,0,0,0,0,0,0.31,0.00,0.31,0.31,0.31,0.8,0.8,0.1,0.24,0.04,0.28,0.24,0.28,Matches
407,Andros Townsend\Andros-Townsend,eng ENG,FWMF,Crystal Palace,28,1991,14,9,782,1,1,0,0,0,0,0.12,0.12,0.23,0.12,0.23,0.2,0.2,1.2,0.02,0.14,0.16,0.02,0.16,Matches
408,Adama Traoré\Adama-Traore,es ESP,FWMF,Wolves,23,1996,19,16,1493,4,4,0,0,0,0,0.24,0.24,0.48,0.24,0.48,1.9,1.9,3.9,0.11,0.24,0.35,0.11,0.35,Matches
409,Trézéguet\Trezeguet,eg EGY,MF,Aston Villa,24,1994,17,10,991,3,1,0,0,4,1,0.27,0.09,0.36,0.27,0.36,2.3,2.3,0.4,0.21,0.04,0.25,0.21,0.25,Matches
410,Leandro Trossard\Leandro-Trossard,be BEL,FW,Brighton,24,1994,14,9,786,2,3,0,0,0,0,0.23,0.34,0.57,0.23,0.57,1.6,1.6,2.6,0.19,0.30,0.49,0.19,0.49,Matches
411,Tom Trybull\Tom-Trybull,de GER,DFMF,Norwich City,26,1993,14,12,1029,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.04,0.00,0.04,0.04,0.04,Matches
412,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,21,1997,5,2,186,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
413,Yan Valery\Yan-Valery,fr FRA,DF,Southampton,20,1999,8,7,558,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.04,0.12,0.16,0.04,0.16,Matches
414,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,22,1997,2,1,162,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
415,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,32,1987,19,19,1710,17,3,3,3,2,0,0.89,0.16,1.05,0.74,0.89,11.1,8.8,2.7,0.58,0.14,0.73,0.46,0.61,Matches
416,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,32,1987,13,13,1109,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,0.0,0.0,0.9,0.00,0.07,0.07,0.00,0.07,Matches
417,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,26,1992,11,11,934,1,0,0,0,1,0,0.10,0.00,0.10,0.10,0.10,0.5,0.5,0.1,0.05,0.01,0.05,0.05,0.05,Matches
418,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,20,1999,8,3,297,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.03,0.07,0.11,0.03,0.11,Matches
419,Mario Vrančić\Mario-Vrancic,ba BIH,MF,Norwich City,30,1989,8,2,199,1,0,0,0,2,0,0.45,0.00,0.45,0.45,0.45,0.3,0.3,0.3,0.14,0.11,0.25,0.14,0.25,Matches
420,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,27,1992,5,0,83,0,1,0,0,0,0,0.00,1.08,1.08,0.00,1.08,0.2,0.2,0.0,0.17,0.05,0.22,0.17,0.22,Matches
421,Theo Walcott\Theo-Walcott,eng ENG,FWMF,Everton,30,1989,13,8,596,0,1,0,0,1,0,0.00,0.15,0.15,0.00,0.15,1.3,1.3,0.7,0.19,0.11,0.30,0.19,0.30,Matches
422,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,29,1990,17,17,1449,1,2,0,0,3,0,0.06,0.12,0.19,0.06,0.19,0.8,0.8,1.2,0.05,0.08,0.12,0.05,0.12,Matches
423,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,22,1997,3,3,242,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04,Matches
424,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,17,17,1521,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.7,0.01,0.04,0.06,0.01,0.06,Matches
425,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,28,1991,2,0,23,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
426,Joel Ward\Joel-Ward,eng ENG,DFMF,Crystal Palace,29,1989,13,13,1104,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
427,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,24,1994,20,20,1800,4,2,1,2,4,0,0.20,0.10,0.30,0.15,0.25,4.1,2.4,2.8,0.21,0.14,0.34,0.12,0.26,Matches
428,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,24,1995,15,15,1296,3,0,0,0,2,0,0.21,0.00,0.21,0.21,0.21,0.7,0.7,0.8,0.05,0.06,0.11,0.05,0.11,Matches
429,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Watford,28,1990,5,3,210,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.27,0.02,0.29,0.27,0.29,Matches
430,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,29,1990,17,17,1530,0,4,0,0,6,0,0.00,0.24,0.24,0.00,0.24,0.7,0.7,2.1,0.04,0.12,0.16,0.04,0.16,Matches
431,Connor Wickham\Connor-Wickham,eng ENG,FWMF,Crystal Palace,26,1993,3,0,30,0,1,0,0,0,0,0.00,3.00,3.00,0.00,3.00,0.4,0.4,0.5,1.29,1.42,2.72,1.29,2.72,Matches
432,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,28,1990,18,18,1500,2,0,0,0,0,0,0.12,0.00,0.12,0.12,0.12,1.2,1.2,0.4,0.07,0.02,0.10,0.07,0.10,Matches
433,Jetro Willems\Jetro-Willems,nl NED,DF,Newcastle Utd,25,1994,16,15,1351,2,2,0,0,0,0,0.13,0.13,0.27,0.13,0.27,0.6,0.6,1.2,0.04,0.08,0.12,0.04,0.12,Matches
434,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,18,2000,6,4,358,1,0,0,0,4,0,0.25,0.00,0.25,0.25,0.25,0.2,0.2,0.2,0.06,0.05,0.10,0.06,0.10,Matches
435,Willian\Willian,br BRA,MF,Chelsea,30,1988,19,15,1364,4,4,1,1,2,0,0.26,0.26,0.53,0.20,0.46,2.7,2.0,3.6,0.18,0.24,0.42,0.13,0.37,Matches
436,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,19,1999,16,6,547,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,0.13,0.08,0.21,0.13,0.21,Matches
437,Jack Wilshere\Jack-Wilshere,eng ENG,MF,West Ham,27,1992,6,2,175,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
438,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,27,1992,19,17,1540,5,0,0,0,4,0,0.29,0.00,0.29,0.29,0.29,5.0,5.0,1.3,0.29,0.08,0.37,0.29,0.37,Matches
439,Harry Wilson\Harry-Wilson,wal WAL,MF,Bournemouth,22,1997,16,12,967,6,0,0,0,1,0,0.56,0.00,0.56,0.56,0.56,2.1,2.1,1.3,0.19,0.12,0.32,0.19,0.32,Matches
440,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,23,1996,16,12,998,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.02,0.04,0.06,0.02,0.06,Matches
441,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,27,1991,18,18,1475,7,0,0,0,1,0,0.43,0.00,0.43,0.43,0.43,6.2,6.2,0.4,0.38,0.02,0.40,0.38,0.40,Matches
442,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,26,1992,14,14,1188,0,1,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,0.7,0.01,0.05,0.06,0.01,0.06,Matches
443,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,FWMF,West Ham,29,1989,15,9,828,3,1,0,0,2,0,0.33,0.11,0.43,0.33,0.43,1.5,1.5,2.5,0.16,0.27,0.43,0.16,0.43,Matches
444,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,26,1993,10,7,673,1,0,0,0,2,0,0.13,0.00,0.13,0.13,0.13,0.7,0.7,0.1,0.09,0.02,0.11,0.09,0.11,Matches
445,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,30,1988,8,6,558,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.09,0.00,0.09,0.09,0.09,Matches
446,Ashley Young\Ashley-Young,eng ENG,DFFW,Manchester Utd,34,1985,12,10,954,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.2,0.01,0.11,0.12,0.01,0.12,Matches
447,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DF,West Ham,34,1985,6,3,289,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.05,0.05,0.00,0.05,Matches
448,Wilfried Zaha\Wilfried-Zaha,ci CIV,FWMF,Crystal Palace,26,1992,20,19,1735,3,1,0,0,3,0,0.16,0.05,0.21,0.16,0.21,2.2,2.2,1.4,0.12,0.07,0.19,0.12,0.19,Matches
449,Christoph Zimmermann\Christoph-Zimmermann,de GER,DF,Norwich City,26,1993,9,9,756,0,1,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,0.0,0.02,0.00,0.02,0.02,0.02,Matches
450,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,MF,Manchester City,22,1996,9,7,680,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.7,0.04,0.09,0.13,0.04,0.13,Matches
451,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,24,1994,19,17,1578,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.04,0.00,0.04,0.04,0.04,Matches
