,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
335,Patrik Schick\Patrik-Schick,cz CZE,FW,RB Leipzig,23,1996,7,4,359,4,1,0,0,2,0,1.00,0.25,1.25,1.00,1.25,1.5,1.5,0.7,0.39,0.18,0.57,0.39,0.57,Matches
336,Julian Schieber\Julian-Schieber,de GER,FW,Augsburg,30,1989,2,0,41,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.09,0.00,0.09,0.09,0.09,Matches
337,Kingsley Schindler\Kingsley-Schindler,de GER,DF,Köln,26,1993,11,9,804,0,2,0,0,0,0,0.00,0.22,0.22,0.00,0.22,0.9,0.9,0.6,0.10,0.07,0.17,0.10,0.17,Matches
338,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,21,1997,8,6,418,1,1,0,0,1,0,0.22,0.22,0.43,0.22,0.43,0.5,0.5,0.9,0.10,0.19,0.29,0.10,0.29,Matches
339,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Union Berlin,22,1997,9,9,681,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
340,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Freiburg,19,1999,9,4,349,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.04,0.02,0.05,0.04,0.05,Matches
341,Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,Dortmund,31,1988,2,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
342,Jonathan Schmid\Jonathan-Schmid,fr FRA,MF,Freiburg,29,1990,16,16,1433,4,1,0,0,1,0,0.25,0.06,0.31,0.25,0.31,2.2,2.2,1.8,0.14,0.11,0.25,0.14,0.25,Matches
343,Manuel Schmiedebach\Manuel-Schmiedebach,de GER,MF,Union Berlin,30,1988,3,2,148,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
344,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,24,1994,6,4,419,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.04,0.04,0.00,0.04,Matches
345,Sebastian Schonlau\Sebastian-Schonlau,de GER,MF,Paderborn 07,24,1994,11,11,990,2,0,0,0,1,0,0.18,0.00,0.18,0.18,0.18,0.6,0.6,0.0,0.06,0.00,0.06,0.06,0.06,Matches
346,Alessandro Schöpf\Alessandro-Schopf,at AUT,MF,Schalke 04,25,1994,6,2,193,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.34,0.00,0.34,0.34,0.34,Matches
347,Markus Schubert\Markus-Schubert,de GER,GK,Schalke 04,21,1998,3,2,201,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
348,Nico Schulz\Nico-Schulz,de GER,DFMF,Dortmund,26,1993,8,7,563,1,0,0,0,0,0,0.16,0.00,0.16,0.16,0.16,0.4,0.4,0.2,0.06,0.03,0.09,0.06,0.09,Matches
349,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Freiburg,27,1992,8,8,652,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
350,Davie Selke\Davie-Selke,de GER,FW,Hertha BSC,24,1995,17,9,865,1,1,0,0,3,0,0.10,0.10,0.21,0.10,0.21,2.2,2.2,0.5,0.23,0.05,0.28,0.23,0.28,Matches
351,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,22,1997,14,13,1162,6,0,0,0,2,0,0.46,0.00,0.46,0.46,0.46,2.4,2.4,0.9,0.18,0.07,0.25,0.18,0.25,Matches
352,Khiry Shelton\Khiry-Shelton,us USA,FW,Paderborn 07,26,1993,2,0,32,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
353,André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,23,1995,10,5,534,3,1,0,0,0,0,0.51,0.17,0.67,0.51,0.67,2.3,2.3,1.5,0.39,0.25,0.64,0.39,0.64,Matches
354,Sarpreet Singh\Sarpreet-Singh,nz NZL,MF,Bayern Munich,20,1999,1,0,8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
355,Daley Sinkgraven\Daley-Sinkgraven,nl NED,MF,Bayer,24,1995,4,3,233,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.09,0.09,0.00,0.09,Matches
356,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,24,1995,15,14,1229,1,2,0,0,1,0,0.07,0.15,0.22,0.07,0.22,0.7,0.7,0.4,0.05,0.03,0.09,0.05,0.09,Matches
357,Robert Skov\Robert-Skov,dk DEN,FW,Hoffenheim,23,1996,16,15,1335,2,4,0,0,2,0,0.13,0.27,0.40,0.13,0.40,1.0,1.0,2.7,0.07,0.18,0.25,0.07,0.25,Matches
358,Dennis Smarsch\Dennis-Smarsch,de GER,GK,Hertha BSC,20,1999,1,0,60,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
359,Lasse Sobiech\Lasse-Sobiech,de GER,DFMF,Köln,28,1991,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches
360,Marcel Sobottka\Marcel-Sobottka,de GER,MF,Düsseldorf,25,1994,8,3,276,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
361,Yann Sommer\Yann-Sommer,ch SUI,GK,M'gladbach,30,1988,17,17,1530,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
362,Djibril Sow\Djibril-Sow,ch SUI,MF,Eint Frankfurt,22,1997,15,12,1119,1,2,0,0,2,0,0.08,0.16,0.24,0.08,0.24,1.1,1.1,1.6,0.09,0.13,0.22,0.09,0.22,Matches
363,Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,22,1996,14,13,1142,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,0.2,0.2,0.0,0.02,0.00,0.02,0.02,0.02,Matches
364,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DFMF,Hoffenheim,25,1993,6,3,306,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.05,0.05,0.01,0.05,Matches
365,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DFMF,Schalke 04,28,1990,9,9,810,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
366,Niklas Stark\Niklas-Stark,de GER,DFMF,Hertha BSC,24,1995,12,12,1035,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.02,0.00,0.02,0.02,0.02,Matches
367,Renato Steffen\Renato-Steffen,ch SUI,MF,Wolfsburg,27,1991,11,4,405,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.05,0.15,0.19,0.05,0.19,Matches
368,Zack Steffen\Zack-Steffen,us USA,GK,Düsseldorf,24,1995,17,17,1530,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
369,Lars Stindl\Lars-Stindl,de GER,MF,M'gladbach,30,1988,9,2,317,1,2,1,1,1,0,0.28,0.57,0.85,0.00,0.57,1.5,0.8,0.8,0.43,0.22,0.65,0.22,0.44,Matches
370,Tobias Strobl\Tobias-Strobl,de GER,DFMF,M'gladbach,29,1990,3,1,126,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
371,Christian Strohdiek\Christian-Strohdiek,de GER,DF,Paderborn 07,31,1988,5,5,450,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.04,0.04,0.08,0.04,0.08,Matches
372,Neven Subotić\Neven-Subotic,rs SRB,DF,Union Berlin,30,1988,11,11,974,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.05,0.01,0.06,0.05,0.06,Matches
373,Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,31,1988,2,1,135,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
374,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,23,1995,8,8,642,0,1,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,0.4,0.03,0.05,0.09,0.03,0.09,Matches
375,Markus Suttner\Markus-Suttner,at AUT,DFGK,Düsseldorf,32,1987,5,4,339,0,1,0,0,1,0,0.00,0.27,0.27,0.00,0.27,0.1,0.1,0.2,0.02,0.06,0.07,0.02,0.07,Matches
376,Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,31,1987,14,9,759,1,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,3.4,3.4,0.5,0.40,0.06,0.46,0.40,0.46,Matches
377,Jonathan Tah\Jonathan-Tah,de GER,DF,Bayer,23,1996,13,12,1077,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
378,Georg Teigl\Georg-Teigl,at AUT,DFMF,Augsburg,28,1991,2,1,101,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
379,Bernard Tekpetey\Bernard-Tekpetey,gh GHA,MF,Düsseldorf,21,1997,8,4,388,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.11,0.01,0.12,0.11,0.12,Matches
380,Lino Tempelmann\Lino-Tempelmann,de GER,MF,Freiburg,20,1999,1,1,34,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.10,0.00,0.10,0.10,0.10,Matches
381,Simon Terodde\Simon-Terodde,de GER,FW,Köln,31,1988,16,7,738,3,0,0,0,4,0,0.37,0.00,0.37,0.37,0.37,6.5,6.5,0.2,0.79,0.02,0.81,0.79,0.81,Matches
382,Niclas Thiede\Niclas-Thiede,de GER,GK,Freiburg,20,1999,1,0,68,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
383,Jan Thielmann\Jan-Thielmann,de GER,FW,Köln,17,2002,3,3,204,0,1,0,0,1,0,0.00,0.44,0.44,0.00,0.44,0.3,0.3,0.1,0.14,0.05,0.19,0.14,0.19,Matches
384,Erik Thommy\Erik-Thommy,de GER,MF,Düsseldorf,24,1994,17,10,954,2,4,0,0,2,0,0.19,0.38,0.57,0.19,0.57,1.1,1.1,2.4,0.10,0.22,0.33,0.10,0.33,Matches
385,Marcus Thuram\Marcus-Thuram,fr FRA,FW,M'gladbach,21,1997,17,15,1245,6,5,0,0,0,0,0.43,0.36,0.80,0.43,0.80,5.3,5.3,3.7,0.39,0.27,0.65,0.39,0.65,Matches
386,Marcel Tisserand\Marcel-Tisserand,cd COD,DF,Wolfsburg,26,1993,12,12,1023,1,0,0,0,8,1,0.09,0.00,0.09,0.09,0.09,0.8,0.8,0.2,0.07,0.02,0.09,0.07,0.09,Matches
387,Corentin Tolisso\Corentin-Tolisso,fr FRA,DFMF,Bayern Munich,24,1994,8,6,462,1,0,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.2,1.2,0.9,0.23,0.18,0.41,0.23,0.41,Matches
388,Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,30,1989,4,4,279,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
389,Lucas Torró\Lucas-Torro,es ESP,MF,Eint Frankfurt,25,1994,3,1,137,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.05,0.01,0.06,0.05,0.06,Matches
390,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,21,1997,2,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches
391,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,23,1996,9,8,648,0,2,0,0,2,0,0.00,0.28,0.28,0.00,0.28,1.4,1.4,1.0,0.19,0.14,0.33,0.19,0.33,Matches
392,Ibrahima Traoré\Ibrahima-Traore,gn GUI,MF,M'gladbach,31,1988,1,0,8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
393,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,29,1990,6,6,540,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
394,Christopher Trimmel\Christopher-Trimmel,at AUT,FWMF,Union Berlin,32,1987,17,17,1530,0,4,0,0,3,0,0.00,0.24,0.24,0.00,0.24,0.1,0.1,3.0,0.01,0.18,0.18,0.01,0.18,Matches
395,Anthony Ujah\Anthony-Ujah,ng NGA,FW,Union Berlin,28,1990,14,5,514,2,0,0,0,0,0,0.35,0.00,0.35,0.35,0.35,1.5,1.5,0.3,0.26,0.05,0.31,0.26,0.31,Matches
396,Sven Ulreich\Sven-Ulreich,de GER,GK,Bayern Munich,30,1988,1,0,,0,0,0,0,1,0,,,,,,0.0,0.0,0.0,,,,,,Matches
397,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,20,1998,13,13,1132,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.8,0.13,0.06,0.19,0.13,0.19,Matches
398,Mark Uth\Mark-Uth,de GER,FW,Schalke 04,27,1991,8,4,352,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.3,0.24,0.08,0.32,0.24,0.32,Matches
399,Ruben Vargas\Ruben-Vargas,ch SUI,FW,Augsburg,20,1998,16,15,1278,3,0,0,0,7,0,0.21,0.00,0.21,0.21,0.21,4.1,4.1,1.9,0.29,0.13,0.42,0.29,0.42,Matches
400,Sebastian Vasiliadis\Sebastian-Vasiliadis,gr GRE,MF,Paderborn 07,21,1997,16,16,1390,0,1,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.7,0.7,1.5,0.05,0.10,0.14,0.05,0.14,Matches
401,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,23,1995,10,10,888,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
402,Birger Verstraete\Birger-Verstraete,be BEL,DF,Köln,25,1994,9,7,664,0,1,0,0,3,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,0.8,0.04,0.10,0.15,0.04,0.15,Matches
403,Kevin Vogt\Kevin-Vogt,de GER,DFMF,Hoffenheim,27,1991,11,11,961,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
404,Kevin Volland\Kevin-Volland,de GER,FW,Bayer,27,1992,17,16,1370,5,6,0,0,2,0,0.33,0.39,0.72,0.33,0.72,6.8,6.8,4.2,0.45,0.28,0.73,0.45,0.73,Matches
405,Luca Waldschmidt\Luca-Waldschmidt,de GER,FW,Freiburg,23,1996,10,6,536,4,1,2,2,0,0,0.67,0.17,0.84,0.34,0.50,2.3,0.8,0.3,0.39,0.06,0.45,0.14,0.20,Matches
406,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,26,1992,17,16,1451,7,2,1,1,2,0,0.43,0.12,0.56,0.37,0.50,7.1,6.3,1.6,0.44,0.10,0.54,0.39,0.49,Matches
407,Julian Weigl\Julian-Weigl,de GER,MF,Dortmund,23,1995,13,12,1021,1,0,0,0,4,0,0.09,0.00,0.09,0.09,0.09,0.3,0.3,0.3,0.03,0.03,0.05,0.03,0.05,Matches
408,Mitchell Weiser\Mitchell-Weiser,de GER,DFMF,Bayer,25,1994,8,7,529,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.03,0.04,0.07,0.03,0.07,Matches
409,Wendell\Wendell,br BRA,DF,Bayer,26,1993,15,13,1140,0,2,0,0,5,1,0.00,0.16,0.16,0.00,0.16,0.2,0.2,1.1,0.01,0.09,0.10,0.01,0.10,Matches
410,Oscar Wendt\Oscar-Wendt,se SWE,DF,M'gladbach,33,1985,11,10,887,2,0,0,0,2,0,0.20,0.00,0.20,0.20,0.20,1.1,1.1,1.0,0.11,0.10,0.21,0.11,0.21,Matches
411,Timo Werner\Timo-Werner,de GER,FWMF,RB Leipzig,23,1996,17,17,1425,18,6,3,3,1,0,1.14,0.38,1.52,0.95,1.33,13.9,11.6,5.7,0.88,0.36,1.24,0.74,1.10,Matches
412,Felix Wiedwald\Felix-Wiedwald,de GER,GK,Eint Frankfurt,29,1990,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
413,William\William,br BRA,DF,Wolfsburg,24,1995,14,14,1249,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,1.5,1.5,1.6,0.11,0.12,0.23,0.11,0.23,Matches
414,Axel Witsel\Axel-Witsel,be BEL,MF,Dortmund,30,1989,13,12,1088,3,3,0,0,0,0,0.25,0.25,0.50,0.25,0.50,1.0,1.0,1.5,0.09,0.13,0.21,0.09,0.21,Matches
415,Hannes Wolf\Hannes-Wolf,at AUT,MF,RB Leipzig,20,1999,2,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
416,Marius Wolf\Marius-Wolf,de GER,FW,Hertha BSC,24,1995,14,10,924,1,2,0,0,1,0,0.10,0.19,0.29,0.10,0.29,0.5,0.5,1.5,0.05,0.15,0.20,0.05,0.20,Matches
417,Dan-Axel Zagadou\Dan-Axel-Zagadou,fr FRA,DF,Dortmund,20,1999,7,5,477,0,1,0,0,0,0,0.00,0.19,0.19,0.00,0.19,0.1,0.1,0.3,0.02,0.05,0.07,0.02,0.07,Matches
418,Denis Zakaria\Denis-Zakaria,ch SUI,MF,M'gladbach,22,1996,16,15,1371,2,1,0,0,6,0,0.13,0.07,0.20,0.13,0.20,1.2,1.2,0.6,0.08,0.04,0.11,0.08,0.11,Matches
419,Robin Zentner\Robin-Zentner,de GER,GK,Mainz 05,24,1994,14,14,1260,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
420,Jean Zimmer\Jean-Zimmer,de GER,DF,Düsseldorf,25,1993,10,7,530,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.7,0.05,0.11,0.16,0.05,0.16,Matches
421,Matthias Zimmermann\Matthias-Zimmermann,de GER,DFMF,Düsseldorf,27,1992,17,17,1530,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.02,0.02,0.04,0.02,0.04,Matches
422,Leopold Zingerle\Leopold-Zingerle,de GER,GK,Paderborn 07,25,1994,11,11,990,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
423,Joshua Zirkzee\Joshua-Zirkzee,nl NED,FW,Bayern Munich,18,2001,2,0,7,2,0,0,0,0,0,25.71,0.00,25.71,25.71,25.71,0.6,0.6,0.0,7.42,0.00,7.42,7.42,7.42,Matches
424,Ben Zolinski\Ben-Zolinski,de GER,DFMF,Paderborn 07,27,1992,15,10,820,2,1,0,0,2,0,0.22,0.11,0.33,0.22,0.33,2.0,2.0,1.1,0.22,0.12,0.34,0.22,0.34,Matches
425,Steven Zuber\Steven-Zuber,ch SUI,MF,Hoffenheim,27,1991,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.13,0.16,0.29,0.13,0.29,Matches
